,Vehicle,Model,Model Year,Problem,Sub Problem,Model Title,Model Problem,distance covered,description
2207,Honda,Pilot,2009,seat belts / air bags problems,NHTSA: Air Bags,Pilot, miles,,"			Takata recall. The contact owns a 2009 Honda Pilot. The contact received notification of NHTSA campaign number: 16V346000 (air bags); however, the remedy was not available. The contact stated that the manufacturer exceeded a reasonable amount of time for the recall repair. The manufacturer was made aware of the issue. The contact had not experienced a failure. The VIN was not available. Parts distribution disconnect. 							- Helotes, TX, USA"
2208,Honda,Pilot,2009,seat belts / air bags problems,NHTSA: Air Bags,Pilot, miles,,"			It had being more that 60 days that I received notice of this recall for the passenger air bag, that dealer and the company has being notified and have done nothing yet to correct the problem, hte passenger seat is out of order.							- San Leandro, CA, USA"
2209,Honda,Pilot,2009,seat belts / air bags problems,NHTSA: Air Bags,Pilot, miles,,"			Takata recall. The contact owns a 2009 Honda Pilot. The contact received notification of NHTSA campaign number: 16V346000 (air bags); however, the part to do the recall repair was not yet available. The contact stated that the manufacturer exceeded a reasonable amount of time for the recall repair. The manufacturer was made aware of the issue. The contact had not experienced a failure. VIN tool confirms parts not available. 							- Alpharetta, GA, USA"
2210,Honda,Pilot,2009,seat belts / air bags problems,NHTSA: Air Bags,Pilot, miles,,"			2009 Honda Pilot. Consumer writes in regards to replacement parts/ remedy not available to repair airbag recall.							- Houston, TX, USA"
2211,Honda,Pilot,2009,seat belts / air bags problems,NHTSA: Air Bags,Pilot, miles,,"			The contact owns a 2009 Honda Pilot. The contact received notification of NHTSA campaign number: 16V346000 (air bags); however, the part to do the repair was unavailable. The contact stated that the manufacturer exceeded a reasonable amount of time for the recall repair. The manufacturer was made aware of the issue. The contact had not experienced a failure. 							- Arvada, CO, USA"
2212,Honda,Pilot,2009,seat belts / air bags problems,NHTSA: Air Bags,Pilot 6-cyl, miles,,"			Takata recall. The contact owns a 2009 Honda Pilot. The contact received notification of NHTSA campaign number: 16V346000 (air bags). The part to do the repair was not available. The contact stated that the manufacturer exceeded a reasonable amount of time for the recall repair. The manufacturer was made aware of the issue. The contact had not experienced a failure. VIN tool confirms parts not available. Updated 10/18/16							- Columbus, GA, USA"
2213,Honda,Pilot,2009,seat belts / air bags problems,NHTSA: Air Bags,Pilot 6-cyl, miles,,"			Takata recall. The contact owns a 2009 Honda Pilot. The contact received notification of NHTSA campaign number: 16V346000 (air bags); however, the part to do the repair was unavailable. The contact stated that the manufacturer exceeded a reasonable amount of time for the recall repair. The manufacturer was made aware of the issue. The contact had not experienced a failure. VIN tool confirms parts not available. Updated 10/26/16 the consumer stated the repair was completed on September 19, 2016. Updated 10/31/16.							- Orlando, FL, USA"
2214,Honda,Pilot,2009,seat belts / air bags problems,NHTSA: Air Bags,Pilot, miles,,"			Takata recall. The contact owns a 2009 Honda Pilot. The contact received notification of NHTSA campaign number: 16V346000 (air bags); however, the part to do the repair was unavailable. The contact stated that the manufacturer exceeded a reasonable amount of time for the recall repair. The manufacturer was made aware of the issue. The contact had not experienced a failure. VIN tool confirms parts not available. 							- Palm Coast, FL, USA"
2215,Honda,Pilot,2009,seat belts / air bags problems,NHTSA: Seat Belts,Pilot,"152,000 miles",,"			The contact owns a 2009 Honda Pilot. While driving approximately 10 mph, the driver's side seat belt independently unlatched. The contact stated that the failure persisted for the past six months. The vehicle was not taken to the dealer for diagnostic testing. The manufacturer was not notified of the failure. The vehicle was not repaired. The approximate failure mileage was 152,000. 							- Wetmore, MI, USA"
2216,Honda,Pilot,2009,seat belts / air bags problems,NHTSA: Seat Belts,Pilot, miles,,"			Driver seat - seat belt nylon thread is splitting							- East Norriton, PA, USA"
2217,Honda,Pilot,2009,seat belts / air bags problems,NHTSA: Seat Belts,Pilot, miles,,"			The driver side safety belt latch comes undone while driving. When you buckle the latch, it seems that it is locked. But you pull on it or take a corner at regular speed, the latch comes undone.							- W. Bridgewater, MA, USA"
2218,Honda,Pilot,2009,seat belts / air bags problems,NHTSA: Seat Belts,Pilot,"68,957 miles",,"			I was driving and a car went around me on the road. It had just started freezing rain, and when she went around me she lost control of her car and hit the concrete wall on the right side of roadway, and I was on left lane, going about 40 mph and once she hit the wall it slung her right in front of me and I T-boned her. She was sent to hospital in ambulance, and my daughter and I went to hospital with my husband. Her car was totaled and mine had about $6K in damage mostly to front. My seat belt did not work and it showed my airbags went off which they did not.when I took my car in to get it fixed they informed me my airbags should have deployed, and it was not safe to drive my car, B/C they had malfunctioned and could go off at any time. I had my car fixed and a few days later I got a recall notice in mail about my airbags. Noted that my car is 5 years old, why am I just getting a notice after I had a wreck and they did not work.							- Hot Springs, AR, USA"
2219,Honda,Pilot,2009,seat belts / air bags problems,NHTSA: Air Bags: Frontal,Pilot,"36,000 miles",,"			The contact owns a 2009 Honda Pilot. The contact stated while driving at speeds between 40-60 mph, the vehicle crashed into another vehicle and the frontal air bags did not deploy upon impact. One injury was reported by one of the vehicle occupants. The vehicle was towed to a local body shop where the contact was awaiting repairs. The failure and current mileages were 36,000. Updated 11/03/10.							- Avon Park, FL, USA"
2220,Honda,Pilot,2009,steering problems,Pulls To One Side,Pilot Touring V6,Automatic transmission,"122,730 miles"," Just had new tires and alignment done at the honda dealer, On the way home I noticed that my honda pilot still pulls to the right badly. Also mentioned about the excessive oil consumption but complaint it was ignored. Dealer wants me to bring back vehicle for re-testing!!! Glad to find out that the spark plugs and labor should be covered because or the oil problem.				- Manuel J.,				windermere, US"
2221,Honda,Pilot,2009,steering problems,NHTSA: Steering,Pilot,"20,000 miles",,"			The steering wheel on my 2009 Honda Pilot vibrates excessively at any speed over 50mph. I have completely replaced the brake rotor and pads with brand new parts. It improved somewhat, but didn't eliminate the vibration problem. My online research shows they are many others who experienced the same problems across all model years. It appears to be a fundamental design/manufacturing defect. Some people claimed to have the vibration problem fixed by replacing the engine mount.							- Austin, TX, USA"
2222,Honda,Pilot,2009,steering problems,NHTSA: Steering,Pilot,0 miles,,"			There was a vehicle safety letter sent to me about my cv joints I took the car to culver city Honda in September yet have they or any Honda repaired my car. With the letter and noise the car is making ive yet to get repaired. When I turn the wheels knock clicking noise							- Los Angeles, CA, USA"
2223,Honda,Pilot,2009,steering problems,NHTSA: Steering,Pilot,"57,500 miles",,"			Complete loss of power steering while stopped or at low speeds (trying to pull into a parking space) and front end/steering column shaking while breaking at 60 mph. I was told by the service rep at the Honda dealership that I lost my power steering because there was a leak from eroded seal, causing power steering fluid to leak into the boots on the underside of the vehicle. For this reason, there was never any leakage onto the ground to ever indicate that there was a leak. Additionally, a warning light never came on in my dashboard to alert me of the issue. As a result of the leak, I was told that I needed to replace my entire power steering rack because it was not something covered under my Honda power train warranty. I was also told that I needed new brakes and rotors for the shaking issue, but after researching this issue, I found that this has been a frequently reported issue in Honda Pilot and may actually stem back to the power steering issue. Yesterday, I received another call advising me that the power steering pump also needed replaced due to suspected damage that incurred due to it being dry from the leak.							- Glen Mills, PA, USA"
2224,Honda,Pilot,2009,steering problems,NHTSA: Steering,Pilot,"44,000 miles",,"			When brakes are applied at almost any sped vehicle shakes violently. Took it in for service was advised by dealer that the bushing on a suspension component needs to be replaced as it has cracked. I did a bit of research and was told that Honda was aware of the initial flaw on the design and redesigned it for the replacement part. Consumers should not bear the cost of the replacement part as it is a manufactures defect. This is causing the brakes and rotor to wear out faster.							- Cypress, CA, USA"
2225,Honda,Pilot,2009,steering problems,NHTSA: Steering,Pilot 6-cyl,"42,000 miles",,"			The vehicle vibrates very violently when going over 60 mph. New tires, balanced and then road force balanced and same results. Starting happening maybe after 15K.							- Hammond, IN, USA"
2226,Honda,Pilot,2009,steering problems,NHTSA: Steering,Pilot,"75,000 miles",,"			2009 Pilot front compliance bushings worn/loose according to Honda dealership. Cost to repair $726. I have read numerous reports of similar problems with varying prices and mileage. This problem seems to be a defect that we are paying to fix.							- Trenton , NJ, USA"
2227,Honda,Pilot,2009,steering problems,NHTSA: Steering,Pilot 4-cyl,"30,000 miles",,"			Constant vibration at 60 mph or above. More prominent on the front side, at the steering wheel as well as the front seats. Does not go away with tire replacements, balancing and rotation and even 4 wheel alignment. Vibration frequency is such that it transmits to drivers' / passengers legs, spine and head, causing distracted and stressful driving conditions that can be a hazard to vehicle occupants and other vehicles on the road. Issue is specific to Honda Pilot and easily felt on any road or highway. Driving for more than 30 minutes caused us head and neck pain due to vibrations and stress induced due to vibrations.							- Santa Clara, CA, USA"
2228,Honda,Pilot,2009,steering problems,NHTSA: Steering,Pilot 6-cyl, miles,,"			At speed when braking the left wheel begins to vibrate to an uncomfortable level. It has been getting more pronounce since purchasing the vehicle a year ago.							- Fayetteville, GA, USA"
2229,Honda,Pilot,2009,steering problems,NHTSA: Steering,Pilot 6-cyl,"75,000 miles",,"			Shaking and vibrating of the steering wheel resulting in damage to rotors. Honda is aware of this issue however they have not done anything about this. Here are more complaints by owners with the exact same issue: townhall-talk.edmunds.com/direct/view/.F186D71/36 #40 of 46 steering wheel shimmie by wiliagby Jan 22, 2013 (1:47 pm) I have a 2010 Pilot purchased new and have less than 23000 miles. The steering wheel has been shaking for a while. It has been more pronounce as time gone on. So I went to the dealer today and was explained it was the rotor being warped. It was explained the manufacturer went to a softer material to eliminate squeaking brake sounds with a harder material. So I told the servicer that this will be a chronic problem since all the rotors will warp even if I replace them or have the current rotors turned. He said warranty expires at 12,000 miles for brake problems and it was my choice. Wow! I ask them to still check it and when the service invoice was printed the writing was perform a complimentary vehicle inspection including inspecting the tire pressure and setting it to factory specification. Nothing written about the steering wheel shimmie. So I pointed it out and the servicer said it was inside the free inspection. They know its a problem and there is a deliberate effort to hide it. I am not satisfy with the answer or service. The technician heard the problem, but this time they dug deeper and agreed that there was something wrong with the power steering rack. They replaced it and my Pilot is like new! hopefully Honda will stand behind their product better in the future -- I had to go through much frustration to get my problem fixed. He gives me a copy of the service bulletin... probably cause of this problem : ""front suspension rear lower arm bushing bracket is faulty"".							- Bolingbrook, IL, USA"
2230,Honda,Pilot,2009,steering problems,NHTSA: Steering,Pilot,"32,580 miles",,"			At 60 mph, the steering wheel vibrates, as if the anti-lock braking system is engaged, just with a slight tap of the brake pedal. The vibration is at a consistent rate, and does not slow when the vehicle slows. There is no scraping, or any other sound coming from the wheels, and it is easily demonstrated. While driving on the highway, while slowing down slowly, the vibration catches you off guard as you think you may be driving over a rumble strip, and attempt to make a correction in your driving - only to realize that its the vehicle that is having the issue. The issue started appearing around 32K miles, and now has 39K miles on it, and has only been driven around town. It has never been on a long range trip due to this issue.							- Mukilteo, WA, USA"
2231,Honda,Pilot,2009,steering problems,NHTSA: Steering,Pilot 6-cyl,"40,000 miles",,"			Difficulty in steering 2009 Honda Pilot in parking lot. Less than 40K mileage.							- Clovis, NM, USA"
2232,Honda,Pilot,2009,steering problems,NHTSA: Steering,Pilot,"20,000 miles",,"			2009 Honda Pilot / great difficulty in turning steering wheel / after 12 months returned to dealer. I was told that I had a ""cracked"" steering column and it was replaced under warranty. 6 months later again steering more difficult steering - returned to dealer / this time they replaced ""power steering pump"" - car no longer covered on warranty - lodged a complaint with american Honda and they are ""reviewing"" my complaint.							- Peekskill, NY, USA"
2233,Honda,Pilot,2009,steering problems,NHTSA: Steering,Pilot,"30,000 miles",,"			The contact owns a 2009 Honda Pilot. The contact stated there was an abnormal winding coming from the steering wheel. The dealer made repairs to the steering column yet the failure persisted. On a later date while driving at 70 mph, the contact heard an abnormal noise. The vehicle was involved in a crash but the contact was unable to recall the details of the crash. One passenger sustained minor injuries. A police report was available. The vehicle was destroyed. The failure and current mileages were 30,000. 							- Pensacola, FL, USA"
2234,Honda,Pilot,2009,miscellaneous problems,NHTSA: Unknown Or Other,Pilot, miles,,"			check engine light manufacturer control							- Brockton, MA, USA"
2235,Honda,Pilot,2009,miscellaneous problems,NHTSA: Unknown Or Other,Pilot,"140,000 miles",,"			Excessive oil consumption. Started back in beginning of August 2016. Just checking oil and found that there was very little in there. So added 3 quarts. I remembered that we just recently had the car in for service too. Anyway, I checked it again two weeks later and had to add another quart. This occurred over and over again the next couple months. Now we brought it in to the dealer we bought the car from. Now they have been very good to us over the years, but told us that they don't know why this is burning oil. I looked up on line and found a class action settlement. I thought great I am covered! lawsuit mentions my exact car too! well when I called they said I was not! I have no idea why I am not covered! same problem, same year, make, model, engine, everything! I am lost at how this can happen.							- Medford, MA, USA"
2236,Honda,Pilot,2009,lights problems,NHTSA: Exterior Lighting,Pilot,"68,957 miles",,"			I was driving and a car went around me on the road. It had just started freezing rain, and when she went around me she lost control of her car and hit the concrete wall on the right side of roadway, and I was on left lane, going about 40 mph and once she hit the wall it slung her right in front of me and I T-boned her. She was sent to hospital in ambulance, and my daughter and I went to hospital with my husband. Her car was totaled and mine had about $6K in damage mostly to front. My seat belt did not work and it showed my airbags went off which they did not.when I took my car in to get it fixed they informed me my airbags should have deployed, and it was not safe to drive my car, B/C they had malfunctioned and could go off at any time. I had my car fixed and a few days later I got a recall notice in mail about my airbags. Noted that my car is 5 years old, why am I just getting a notice after I had a wreck and they did not work.							- Hot Springs, AR, USA"
2237,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot Touring V6,Automatic transmission,"173,000 miles"," Too much to repair - I'm getting a new car and it will not be a Honda!				- Sarah R.,				St Cloud, US"
2238,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot Touring 3.5L,Automatic transmission,"100,000 miles","I have been to Honda dealers at least 8 times with no resolve.They mentioned the class action lawsuit but said I bought it too late - so why would a Honda dealer sell a car knowingly with this problem? Every single day it shudders - seeming like a transmission shake from first to second gear, but nothing has ever been found. I get told - when the check engine light comes on and sends a code, then we can address it. We did the oil consumption test and they said it was normal to use 1 - 1.5 quarts per thousand miles - that is bogus. I've had several Honda's that I put 300,000 miles on and never burned a drop of oil. I buy Honda because of the tight specs, reliability, etc. This one has been a fight since the day I drove it home. Yes, I bought it used, but I also called the dealer on the way home - the first day and I told them I felt this shudder issue. A few weeks later a transmission sensor was replaced, but it never resolved the problem. I have been driving it for another 150,000 miles and it has done it every single day, and I keep adding oil. Please, find a solution, or give me something that doesn't shudder and use oil!				- Jim R.,				Shawnee Mission, KS, US"
2239,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot EX-L 6 cyl,Automatic transmission,"160,000 miles","I had to replace the engine in my 2010 Pilot after major mechanical failure due to loss of oil. It was not until later on that I heard of a class action lawsuit regarding Honda 6 cyl engines consuming oil and causing engine failure such as I had experienced. I am eager to find out if I have any recourse, or legal rights related.				- Brent E.,				Olympia, WA, US"
2240,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot LX 3.2L V6,Automatic transmission,"130,000 miles"," Own a 2010 Honda Pilot and never received any notification of engine oil consumption issue or 8 year warranty until it was too late. In 2018 I started having to add oil regularly and noticed a decreased performance in the engine. I took it to the dealer and they said it's past the warranty period and will cost me $3400.				- Brian H.,				Hampton, US"
2241,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot LX,Automatic transmission,"225,125 miles","Stay on the oil, it drinks it like water. If you don’t stay on it, the engine will not like you.				- Anthony V.,				dawson creek, BC, Canada"
2242,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot 3.5L V6,Automatic transmission,"102,879 miles","Car almost completely shut down while driving due to low oil (an issue that went undiscovered as there was no telltale sign, such as oil dripping or a puddle on the garage floor). We came to find out (thanks to this site) of a major issue with Honda Pilots (we have a 2010) concerning fouled spark plugs and piston ring deterioration. In other words, this was the famous ""Excess Oil Consumption"" issue where motor oil leaked into the engine, causing piston rings to fail and gaskets needing to be replaced. This was not subject to recall, though Honda agreed to fix it free as part of an ""extended warranty"" program- which actually only is only good for eight years. This is supposed to be ""covered"" under 1171 hob warranty extension campaign. Our ""warranty"" expired however-- not that we ever knew about it. We ended up paying appproximately $600 as Honda comped the rest.				- pilot10,				Roswell, US"
2243,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot Touring 3.5L V6,Automatic transmission,"190,000 miles"," LUCKY I FOUND I NEEDED TO ADD OIL 3-4 TIMES BETWEEN OIL CHANGES. ABOUT 1 QUART EVERY ONE THOUSAND MILES. (PISSED!)				- Jerry P.,				Minneaopolis, MN, US"
2244,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot Touring,Automatic transmission,"102,800 miles","Bought a used 2010 Honda Pilot from a reputable dealer in August with engine that had95,606 miles on it and in January am faced with replacing the engine because it burned the oil to such an extent in 7,000 miles that it needs a new engine.				- Paul S.,				Windom, US"
2245,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot EX-L 3.5L,Automatic transmission,"103,000 miles","A blinking engine light (first time) came on and started running rough. Upon inspection my master mechanic said it was the P0304 misfire code and was 3 quarts low since the last oil change with 4900 miles on it and1 plug was cracked. A valve, leak down and compression tests performed. Cylinder # 4 had no compression. At that point I take the Pilot to the Honda dealer for TSC# 13-082 who instructed me the protocol was to replace the engine oil and drive it for a month so the oil consumption could be measured. I bounced this off my mechanic who said absolutely not as driving with the misfire code would damage the catalytic converter. The dealer's position was the valve issue had to be repaired before they could run their test.The vehicle was then returned to the mechanic who was to take a more in depth look as to why the valve was not closing and did another compressor test to confirm there was no compression. They take the motor apart and dig deeper to find the piston had hit the valve and bent it. They noted discoloration on the rockers indicating the engine was deprived of oil and heated up, perhaps super hot as something would when not lubricated. Giving the cost of repair and the risk of potentially additional problems related to lack of oil I made the decision to replace the engine with a used one. The ball is rolling now and I will take pictures after the holiday of the existing engine as it is still currently apart. It should be noted there was not a drop of oil in the driveway nor was there a smell of any kind or smoke out of the exhaust.This is my first Honda I've purchased which was as a new vehicle and only owner and it was well maintained. Sorely disappointed in Honda and at this point really can't make a case for purchasing another Honda even though we had an Accord in mind prior to this.				- one&done,				East Rutherford, US"
2246,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot Touring 3.3L V6,Automatic transmission,"95,000 miles","The Vehicle has always consumed oil now to the point of adding a quart in less than 500 miles. Haven't had a vehicle do this in 30 years				- Joe M.,				Minot, US"
2247,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot EXL 3.5L V6,Automatic transmission,"90,000 miles"," The engine is consuming engine oil constantly. Anyway to fix it? Does Honda give extra warranty to fix that?				- cucien,				Anchorage, US"
2248,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot EX 3.5L,Automatic transmission,"70,000 miles","Adding a quart of oil about every 500-600 miles. I check the oil when I start hearing a rattle.				- natatack,				Huntington Beach, CA, US"
2249,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot Touring V6,Automatic transmission,"121,500 miles","I had to replace a cam when my vehicle had approximately 85,000 miles on it. The explanation that I received from both the dealership, and Honda, was that is was a fluke. After all, I had strictly followed all recommended oil change intervals via a certified Honda dealership. I have the cam in my possession. The problem I had was that one of the lobes was galled. Upon examination of the mating part, there was no damage on that piece. When the engine was apart, at the dealership, I scraped oil sludge from the valve cover. I could also smell what appeared to be burnt/oxidized oil. I still have this sample in a plastic bag safely put away with my cam. In fact, upon testing the hardness of the bad lobe vs. the good lobe, on the defective cam, via a metallurgist, they both tested the same hardness. It must be noted that I switched over to a full synthetic after the cam was replaced. I also no longer paid attention to the oil minder as I began changing oil every 5,000 miles at this point. The bottom line is that my Pilot has been consuming an excessive amount of oil much earlier than I detected it. I estimate approx. 1 qt. per 1,000 miles. I am extremely disappointed that my dealership did not notify me that my crank case was low when I came in for oil changes. I recently contacted Honda and was given a case number. My dealership has also initiated an oil consumption test for me. However, I already know what the answer will be. At least it will be officially documented this time. Please note that my 1972 Buick Skylark, which was a V8, didn't even consume as much oil as my 2010 Pilot Back then, I changed oil every 2,500 miles and I rarely added oil between changes. I am convinced that my Honda Pilot is a lemon. Unless Honda does something to take care of this, I will be going back to GM vehicles, Ford, or Toyota. My concern is my trade-in value?? I thought Honda was all about quality. I have proof otherwise!				- Steve T.,				Germantown, US"
2250,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot V6,Automatic transmission,"100,000 miles","I had previously taken my Pilot in for its oil change (on time) and was told it was short 4quarts (only holds 4.5qt). They informed me to take it to Honda as there was an issue and Honda already knew about it. I called to schedule an appointment for 3 weeks and never received a call back. I then went in and waited. They ""ran my VIN"" and told me there was no problem but offered to do an ongoing oil check at the next change. My engine light ""check emissions"" came on, there was still 60% oil life left, but I had to add 3.5 quarts of oil. Not safe--I carry kids in this car, hence I have a Pilot.				- TJ H.,				Avondale, AZ, US"
2251,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot,Automatic transmission,"130,000 miles","Never knew there was an issue, or lawsuit regarding defective piston rings, oil consumption, and misfire.Rockwall Honda Dealer and Honda Corporate refuse to acknowledge any engine problem unless we spend money to fix valve gaskets, pressure switches, and catalytic converter (which bad engine ruined prematurely). Reputable mechanic had to add 3 quarts of oil before we towed it to Honda Dealer, and it's blowing out white smoke which we got a video of. Honda says they must do an ""oil consumption test"" to see if engine is burning oil, which is unreasonable considering it doesn't hardly run and has white smoke.We have contacted attorneys involved in Honda Lawsuit settlement in hopes they will extend warranty to the engine code that comes up for us 3400 and 2 others, but since it doesn't include one of the 3 codes in the settlement we think that is why it might not be covered, even though it's obvious engine is bad.Honda should at least cooperate and admit there is a problem and negotiate with us to remedy it. They must have been instructed to deny any issue, probably due to specific valve code not coming up. Also they were doing something to it on the lift after already diagnosing it??? We will maybe fix converter at another shop (Honda will not get our money) and then bring it back for another attempt.				- Matthew S.,				Mesquite, TX, US"
2252,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot Touring 3.5L V6,Automatic transmission,"44,304 miles","I have been having problems with oil consumption in my wife's Pilot for years. I have been in for multiple consumption tests to no avail. I just keep getting the same answer ""its normal to burn a quart of oil every thousand miles"". I started using the trip odometer and setting it to zero ever time I put a quart in and that has made it easier for her to let me know when its time to add oil. This has been a total pain in the ass. The car is always stocked with extra oil in the back of the car. I recently stumbled on to this site and I know it has gone on a long time but figured I may as well join the oil consumption club. The times I have taken it in they always ask about the oil changes. I always tell them there is no need for an oil change if there is no oil in it you dumb ass! I am just completely frustrated and over it! I will never buy another Honda again! Thanks again ""Helpful Honda Guys"".				- Paul P.,				Huntington Beach, US"
2253,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot EX 3.5L Lt V6,Automatic transmission,"67,000 miles","I HAVE HAD SEVERAL HONDAS, AND THIS IS THE ONLY ONE WITH EXCESSIVE OIL USAGE. iT STARTED OUT SLOWLY. OIL WAS A QUART LOW WHEN COMING IN FOR REGULAR OIL CHANGE. THEN GOT WORSE - OIL NOT EVEN SHOWING ON DIP STICK AT OIL CHANGE. NOW, I NEED TO ADD OIL ABOUT EVERY 1000 MILES. THIS IS DEFINITELY NOT RIGHT AND IT IS COSTLY. I ALSO WORRY ABOUT THE FUTURE OF THE ENGINE/DRIVETRAIN OVERALL.				- LYMAN C.,				Mesquite, TX, US"
2254,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot Touring V6,Automatic transmission,"110,000 miles","I initially discovered the issue when the check engine light came on. The car needed two quarts of oil but was only at 50% according to the maintenance minder. The car had a clicking noise after the incident and the cam shaft was scarred by lack of oil and had to be replaced. Just last week (4 Sept 2016) I had to add one quart and it was at the 50% mark on the maintenance minder. Now I just monitor the oil. The dealership supposedly applied the TSB for the software when the camshaft was replaced but that must have not solved the issue. We love the car but the oil issue is unacceptable. The car seems to burn more oil during longer trips when it has a lot of time in the ECO mode.				- mhimes,				Chesapeake, VA, US"
2255,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot LX V6,Automatic transmission,"136,000 miles","We have taken the car to the dealer several times, they have done two compression tests and something about releasing the stuck rings... Nothing ever fixed and basically just gave up... Waste of time and energy.				- Pedro G.,				Miami, FL, US"
2256,Honda,Pilot,2010,engine problems,Excessive Oil Consumption,Pilot Crome V6,Automatic transmission,"55,000 miles","I can't believe that during my last 4000 miles my Honda Pilot consumed all of the oil in my car down to the bone. I called Honda and they wont stand by their engine quality. I have to pay for the issue. I will never own a Honda again. Thank you Honda!!!!!!				- rvickers,				West Warwick, RI, US"
2257,Honda,Pilot,2010,engine problems,Engine Blew Up,Pilot XL 3.5L V6,Automatic transmission,"170,000 miles"," My timing belt and water pumped were just replaced by the mechanic at Carsmart of Jackson Missouri where I just purchased the vehicle from in January of this year.				- Rachael P.,				Anna, IL, US"
2258,Honda,Pilot,2010,engine problems,Engine Blew Up,Pilot XL 3.5L V6,Automatic transmission,"170,000 miles","I was driving about 15 miles per hour looking for my dog and all of a sudden the vehicle just shut down and wouldn't restart. Had it towed to J and J Auto in Vienna, Illinois and he told me this morning that the engine is blown.				- Rachael P.,				Anna, IL, US"
2259,Honda,Pilot,2010,engine problems,Engine Blew Up,Pilot LX,Automatic transmission,"197,988 miles","Unreal that we have to replace an engine on a $30k vehicle...				- Anthony V.,				dawson creek, BC, Canada"
2260,Honda,Pilot,2010,engine problems,Engine Blew Up,Pilot Touring 3.5L V6,Automatic transmission,"65,000 miles","Had a 2010 Pilot with 65k miles and it started burning up oil. I had to add 2-3 quarts of oil between oil changes. Eventually my engine blew up and Honda said it was low on oil. I bought this car new so I wouldn't have to deal with issues for awhile, but due to numerous recalls this car was in the service department more than any car I've ever owned, eventually leading to engine failure.				- sh0x12,				San Francisco, CA, US"
2261,Honda,Pilot,2010,engine problems,Engine Misfire,Pilot EX V6,Automatic transmission,"51,000 miles"," Car on highway and started to shake, then stopped, then shook, stopped, felt like engine stopped for a split second and continued and those cycles repeated. Very dangerous! It can stop and cause accidents. It was later diagnosed as misfired spark-plugs, which has been a manufacturer's problems of the model and there were class actions settlement around 2015. I was unaware and notified of the issues! I see it as a BAD service from Honda!				- Lynn N.,				danvers, MA, US"
2262,Honda,Pilot,2010,engine problems,Engine Misfire,Pilot EX-L 3.5L V6,Automatic transmission,"105,958 miles","Engine light & VSA light came on, drove roughly as if engine was missing. Replace 6 spark plugs & 5 coils.				- Jonathan T.,				Frisco, US"
2263,Honda,Pilot,2010,engine problems,Engine Misfire,Pilot EX-L 3.5L V6,Automatic transmission,"105,251 miles","Enginge check light came on. Diagnostic detected ""Timing solenoid"" issue. Oil level was 1 qt and very dirty, so the mechanic changed oil/filter.				- Jonathan T.,				Frisco, US"
2264,Honda,Pilot,2010,engine problems,Engine Misfire,Pilot EX V6,Automatic transmission,"77,000 miles","WARNING, PLEASE DO NOT PURCHASE ANOTHER HONDA AGAIN UNTIL YOU VERIFY THAT THEY FIX THIS PROBLEM! Apparently Honda knew about an engine misfire (TSB-13-082) caused by their manufactured piston rings affecting cylinder 1 to 4, denied it then allowed it to become a national class action lawsuit. The problem is that the piston rings installed can cause alignment which leak oil into the piston causing spark plugs fouling leading to piston failure and shutdown. Attempting to drive your vehicle with this issue will cause major damage to your engine. Some consumers reported that this started after the warranty ran out and before even reaching 100K miles. Honda has definitely lost its symbol for quality and value. This should have been a safety recall since it leads to an engine failure which could have lead to an accident on the road if traveling at high speed if the engine shuts down. If you encounter this issue and are in the same situation as mine. Please demand them to cover your expenses such as towing to deliver your vehicle to their repair center!Update from Apr 19, 2016: I forgot to mention that my Pilot's engine failed and shut down in the middle of nowhere from this problem. I had to tow it back to Honda and they REFUSED to cover my towing expense. Thanks Honda for treating a loyal customer!				- austinn,				Houston, TX, US"
2265,Honda,Pilot,2010,engine problems,Fouling Spark Plugs,Pilot EX 3.5L V6,Automatic transmission,"102,879 miles"," Luckily no wreck, and we were close to home near a shopping center. Engine completely misfired, seized up, not sure what to call it except complete shutdown due to fouling of cylinders. This problem was not covered per se but enough problems reported that Honda knew about it and ultimately covered the issue, although we did pay approx $950 out of pocket on a repair that would likely have cost several thousand dollars more.				- John S.,				Roswell, GA, US"
