,Vehicle,Model,Model Year,Problem,Sub Problem,description,fail date
2142,Honda,Pilot,2016 Pilot,Electrical System,Electrical System problems,"With increasing frequency of occurrence, the car will not start after the auto stop/start mechanism has been invoked. For example, when stopped at a red light, the engine will turn off as the car is not moving. However, once the light turns to green and the brake is depressed, the car will not start and/or will start and then the engine will cut-out. To start the engine, the car needs to be fully turned off, gear put into park and then restarted. There appears to be something at fault with the automatic stop-start mechanism and/software. My car is a 2016 Honda Pilot touring with less than 28k miles.",  08/20/2022
2143,Honda,Pilot,2016 Pilot,Electrical System,Electrical System problems,"The auto engine idle feature malfunctions. When stopped in traffic and at intersections the auto engine idle feature turns off the engine; however fails to restart. I can put the car into park, but the brake remains engaged and the ignition button blinks white. I have attempted many different things to 'reset' the computer. Putting the car in park, waiting, unlocking seatbelt, open/shut door. The last time, I had to walk away from the vehicle with the key fob in traffic. Locking and unlocking the car seemed to reset the computer. This placed me in dangerous traffic. It has happened in a construction zone on interstate, at intersections several times, during rush hour when it was impossible to leave the vehicle due to high speed traffic, and once while towing. Each episode has generally taken about 15 minutes for computer to shut down/reset. There is no message on the dash before , during or after. I now disengage the auto engine idle button when driving due to fear of being stranded in dangerous traffic situations. If I forget to turn it off, it is likely to malfunction. I have contacted the dealership about this problem before. There was no code, so the problem was deemed a mystery and remains unresoved by Honda.",  08/18/2022
2144,Honda,Pilot,2016 Pilot,Electrical System,Electrical System problems,"The engine fails to restart on its own from a complete stop at a traffic light or road intersection with the auto/start stop function. This happens intermittently, but has put my family in danger on several occasions. When the light turns green, the car turns off, and has to be put in park and restarted. I have come close to being rear-ended during these situations, as approaching vehicles have to stop suddenly because my car is disabled. I have taken a video of these incidents, but Honda is unable to recreate the issue and has not offered a solution.",  08/10/2022
2145,Honda,Pilot,2016 Pilot,Electrical System,Electrical System problems,"2016 Honda Pilot stalls during idol-start stop. Driver is forced to put it into park and restart vehicle. I took the vehicle to manchester Honda (CT) for service over a year ago, but no issues were found. They updated the software, but it did not help. The issue is getting worse - sometimes it takes multiple attempts to restart the vehicle. This is a serious safety concern as it has happened in the middle of a busy intersection and in the middle of the highway in traffic. It is currently not possible to disable the system and I don't always remember to manually shut it off every time I start the car.",  08/02/2022
2146,Honda,Pilot,2016 Pilot,Electrical System,Electrical System problems,I driving home from a local costco and slowed to a stop at an intersection not far from my home. The car stalled and would not restart. After several attempts the car completely shut off and I was unable to even turn on any of the accessories. Ultimately I had to have the vehicle towed to a local shop because I was obstructing traffic and was at a dangerous intersection. I late continued to have similar issues after several battery replacements and jump starts. I had my vehicle serviced at a local dealer and they advised that it was the central power module that was bad. I was advised that this also controls the intermittent idle control function that is designed to save gas when the car is idle and not running. The car was was not under warranty so I had to pay for the new part and installation. The car is now experiencing similar issues. The car will randomly loose power and most recently will be completely non operational and jump starts are necessary to restart the car. A keyless start system error has now been appearing randomly. Their is a TSB out for this particular part but have been advised that code has to be present in order the the local dealership to initiate a repair. I am going to attempt to have the vehicle brought to a local dealer for inspection.,  08/01/2022
2147,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"1) engine failure - several times our 2016 touring has stalled at a stoplight. It takes time to start back up. I have to turn on hazard light, and it is getting worse every occurrence. This has happened since I bought new, and when it happens, all of the lights come up on the dash. There is a investigation in the state of California, but nothing in ohio yet. 2) I just had to replace my drive shaft that goes from from to back on center bottom of the car. They said the rear is failing, and that may be part of the problem with sluggish acceleration. 3) transmission: sluggish acceleration is this zf 9 speed (outsourced) by Honda issue. I will be accelerating on the freeway, and all of the sudden, it would down shift to like second gear, causing me to slow down suddenly. Dangerous if cars are behind in rush hour. I also had 4 incidents where I could have lost my life because I could not accelerate (the gear would not engage). Dealer informed me that all of the updates are uploaded, and it should be okay. But it's not okay when you are carrying your children, spouse, or CO-workers. I have informed the dealer many times that this car is not safe. I personally ran a business as tier 1 supplier to Honda and visited many Honda factories. Nothing ever got done. It will be too late before they can help us. All of the data and information is at Honda marysville (ohio) dealership. All of my services (including oil change) are done there.",  12/08/2022
2148,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"I have had multiple time of my vehicle's auto stop start feature failing to start after being engaged. When you come to a stop, the car turns off. When you lift off the brake to go the engine cranks for a second, but does not start. The screen says ""shift car to p"". I am often stuck at an intersection and traffic gets upset we are not moving. There is no warning light or lamp. I have had the vehicle repeatedly serviced by the dealer. They said they cannot replicate the issue. The battery has been replaced several times.",  12/06/2022
2149,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"The vehicle does not restart when at a stop. The auto idle shut off will not work. This has happened multiple time since we purchased the vehicle. It has been to the dealer multiple times with this problem. When it happens, you must put the vehicle in park and restart the engine. This causes a problem for traffic as sometimes it is very hard to restart.",  12/05/2022
2150,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,When coming to a stop the vehicle engine’s automatic stop/start system stops the engine then multiple warning lights are on and the vehicle fails to restart automatically. Driver must work through a series of steps while sitting at an intersection or stoplight resulting in a vulnerable position.,  12/01/2022
2151,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,Several times when stopped the auto shut off for the engine does not restart and engine completely turns off with the car in drive and me unable to move. This leaves me at an intersection while cars are trying to go and I have to restart my car. I have been almost hit when cars coming up to the intersection assume I am going to be moving soon. I have brought this up to my Honda dealer several times. One time they claimed it was my battery so I paid to have my battery replaced only to have it continue to happen. The last time I was in the Honda dealer they said they have had a number of complaints and Honda has no solution. I asked if they could disable the feature so that I didn't have to worry about it happening. They said no. I have to manually disable it every time I start the car. There are no indicators or lights showing that there would be a problem.,  11/22/2022
2152,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"I am experiencing the same issue as is described in NHTSA action number: pe22005 for my 2016 Honda Pilot. It has been in for service numerous times and Honda has no solve for it. The auto idle stop turns the engine off correctly, however, it has failed to restart more than a dozen times over the last 2-3 years. Honda has replaced the battery twice since the start of this issue. This stall has caused dangerous situations and has impeded traffic while I get the car restarted. I see the ntsb has an open investigation about this issue and I would like to add my name / car to the list of people reporting the issue. The date I am listing in this report is the last time it happened.",  11/12/2022
2153,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"Hi, today my 2016 Pilot elite stop working on a red light. Once the brake pedal was released, the engine stop and warning lights appeared on the dash board: neautral message light and battery light. My wife and two daughters were scared and helpless. Cars were honking. After around 2 minutes and at least three tries to turn on, it finally did. We are happy to know that Honda is working on this matter, thanks.",  11/10/2022
2154,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"When I was driving my Honda Pilot 2016 on highway 59, suddenly my car lost power and jerking. Multiple warning light went on. It was very dangerous and almost got me killed. It turns out that Honda knew this problem, TSB# a18010i, due to a part is out of spec. Honda should recall this problem.",  11/10/2022
2155,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"Auto start for idle fails at start intermittently. If stopped at an intersection, when proceeding to go, engine cuts off and gear shifts to n, requiring a shift to p and start pressed before then going to d and continuing. This is always at intersections and the delay puts driver in jeopardy.",  11/06/2022
2156,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"The engine completely stopped working while driving on the interstate. The engine only has 130,000 miles on it and I am now facing a $15,000+ repair on a known issue with the Pilots.",  11/04/2022
2157,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,Auto start/stop feature fail to restart multiple times. Leave me stranded on a busy highway and road.,  10/29/2022
2158,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"When car stops due to auto idle it then stalls and the engine completely cuts off. Then having to restart the car. This has happened to me an immense amount of times, in streets, freeways and it is going to kill someone. I have on. Numerous had near misses where people have barely avoided rear ending me. I have reported to dealer, american Honda and nothing has been done. Every time it has gone into dealer for this they just say they can not replicate it. It is a lemon and a dreadful defect in this car. Something has to be done before someone is killed.",  10/24/2022
2159,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,Emission system problem light - is very common 2016-2018 Honda Pilot. Why is there no recall/permanent fix for this? this is a Honda defect in manufacturing/workmanship. Honda should resolve!.,  10/24/2022
2160,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,The auto stop/start has left me stranded numerous times. The car won't start.,  10/23/2022
2161,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"My 2016 Honda Pilot will not restart after it idles at a stoplight. This has happened multiple times and is happening more frequently (twice today). Both times today I was in a line of traffic and was in fear that someone behind me would hit me. The dashboard message said to put the car in park but that did not work. I had to turn the car completely off and restart it. The second time it took me three tries to get the car started. The guy behind me was very angry, gesturing and yelling. Road rage is scary too. I had the car looked at several months ago due the same issue and they could not find anything wrong when they ran diagnostics. I cannot recreate the problem on demand. It is sporadic. And scary.",  10/20/2022
2162,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"Two weeks ago after a 4 hr drive, I pulled in to by gas and when I tried to restart the car, all the panel lights came on but the car would not ""crank"" on. Tried it several times with same result. Outside lights ok, interior lights ok. Added problem as the car would not start there is no way to get it into neutral and the car was unmovable !! fellow driver offered to jump it and it started right up. Took it right to the dealer and test the battery. Tested good. I then turned it off and on several times and it worked. I have driven it over the last two weeks and have not had a problem. Last night the same think happened in a parking lot. Again a jump started it right up and has worked ""normal"" since. This could happen anywhere, anytime (safety) and the inalienability to move the car out of the way is a road hazard.",  10/19/2022
2163,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"Repeatedly, the engine idle auto-stop function fails. The dealership and authorized Honda repair facilities say it is a known issue to them but not acknowledged by Honda. They state it must be due to driver error. When this function fails, it is random and creates an immediate emergency situation. The engine auto-stop feature is on by default. We try to remember to turn it off every time. But when we forget, we come to any stop (light, traffic etc), the engine will go from idle to stall! no notice, no warning, no indicator light. The car will completely turn off with the car in drive. You need to put the car in park, try to restart the car, get back into drive and hope an accident doesn't occur. We have a college teen now who drives this Honda Pilot. Soon to have a high school teen. They do not have enough driving experience to react to something like this. My fear is that a serious accident may incur. Last year this same engine had some type of issue where every light on the dashboard would light up. Apparently a know problem with a defective fuel injection system. We were never notified about this issue from Honda. Honda repaired it at no cost but, it was another know issue about a major engine flaw. Now this auto idle which is going out of control. Honda needs be accountable before fatalities occur. This car is becoming a lemon.",  10/16/2022
2164,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"When driving and stopped, the fuel saving features shuts the engine off to save fuel, it should restart the engine after letting your foot off the brake. At least 25 times now, the car fails to restart. In a panic, you have to put your foot back on the brake, put the car in park, restart the engine by pushing the start button, then put the car in drive before you can resume. This has nearly caused us to be hit by other vehicles that assume you will start to move when traffic resumes. On the interstate there was an accident ahead and the car did this when a semi was moving at great speed toward us with our family. I’m not sure this car is safe. The Honda service department suggested we have valves adjust at a cost of $700-$800 claiming that could help. There are no warning lamps. The car has had the battery replaced in the last year and starts every time, the first time when we begin a trip. Our teenagers can’t drive this car due to this safety issue. This started about a year ago and is becoming more frequent. It happened three times in the last week.",  10/13/2022
2165,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"I was exiting a highway and entering a right hand turn lane. There was traffic in the turn lane and I came to a complete stop. When I stopped my car shut down. I attempted to restart by pushing the engine start/stop button but the car did not restart. It took about 30-60 off trying the butting, attempting to shift into drive and opening/closing the door and trying to restart before I could get the car to restart.",  10/10/2022
2166,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,The start/stop turn the car off and when I tried to restart the car nothing happen. The battery is good and I heard a click sound but it won't start back for a few minutes sometimes.,  10/07/2022
2167,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"When at a stop, t he start/stop feature is enabled and the engine shuts off as expected. When I lift my foot off the brake, it doesn't always restart, and I am left stranded in an intersection or at a light, and almost in accidents. Very unsafe. I have to turn it off every time I get into the car. When I forget to turn it off, it always fails to restart.",  10/05/2022
2168,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"Engine has failed to restart after stopping on multiple occasions. When stopped, the engine shuts off and the dash prompts you to place your foot on the brake and press the ignition button. The engine may start back up after several attempts. All lights on the dash flash intermittently with each attempt to restart the vehicle.",  09/30/2022
2169,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,Car's auto start feature for fuel savings has failed to function on numerous occasions and required shutoff and manual restart. There is no provision to permanently disable this feature but requires disabling every time car is started.,  09/15/2022
2170,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"When the car stopped at red light, sometimes it can not restart. I got a few time too hard to restart to drive.",  09/14/2022
2171,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"The contact owns a 2016 Honda Pilot. The contact stated that on several occasions without warning, the vehicle stalled. Additionally, the contact stated that a year ago, the vehicle stalled with several unknown warning lights illuminated. The vehicle was taken to the dealer where the battery was replaced and the contact was informed that the start/stop switch needed to be replaced. The vehicle was repaired however, the failure recurred. The dealer was notified of the failure and the contact stated that she was informed that there was no fix for the failure. The vehicle was not diagnosed or repaired. The manufacturer was notified of the failure and the contact was informed that an appointment was scheduled for September 20th for a diagnostic test. The failure mileage was 89,529.",  09/14/2022
2172,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"The engine's idle-stop feature shut off my car while stopped at a busy intersection in urban traffic, and took 15 seconds to restart the automobile. The idle-stop feature kicked in when at an intersection. When I took my foot off the brake to accelerate forward, the car instead turned off. The dashboard prompted me to shift the car into park, put my foot on the brake, and press the engine ignition button. I did so, but the car did not restart, even when I repeated the process 2-3 times. Finally, on the fourth time, the car restarted.",  09/12/2022
2173,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"On numerous occasions, the auto-engine stop/start feature that turns off the engine when the car comes to a stop has had issues where the engine does not restart and the car enters into an error state. I must then turn off the car, then turn it back on. Sometimes this happens after I've pulled out into an intersection but have to stop before proceeding.",  09/03/2022
2174,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"When auto stop/start engages the vehicle occasionally will experience a complete engine and electrical shut down when auto start is supposed to engage; the is often leads to a dead vehicle in traffic at an intersection. Occasionally it will have extreme difficulty with a restart, often only starting after several attempts at push button starting. Fuel injectors and battery have all been replaced recently, fuel injectors under recall/manufacturer issue and battery at replacement lifetime. Is often unpredictable when it will cause issues and when it will operate correctly. Has occurred intermittently for several years with a somewhat unpredictable pattern.",  09/03/2022
2175,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"When stopped at a red light with my foot on the brake and the engine in idle, the engine turned off when I put my foot on the gas peddle. The engine idle stop was on. This occurred while stopped in city traffic (6/2022) and again when I was stopped at a red light on a highway (9/3/2022). The car rolled backward. I had to put the car in park and restart the car. I now have manually turned off the engine idle stop.",  09/03/2022
2176,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,No restart after auto start/stop engages.,  09/01/2022
2177,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"This issue has occurred twice. First occurrence was when stopped in traffic. Auto stop engaged. When brake was released auto start caused vehicle to stall-out. Vehicle restarted after multiple attempts. Second occurrence was when stopped at traffic light. Auto stop engaged. When brake was released auto start caused vehicle to stall-out. Vehicle restarted after one attempt. For both occurrences, radio was on, air-conditioning was on and outside temperature was +85 degrees. This is a serious safety concern.",  08/27/2022
2178,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"The engine will stall at stoplights. It appears the auto start/stop feature fails when engaged. Car has stalled 4xs in the past week. To fix issue: you have to put the car in park, foot on brake, and hit the start engine button in order to restart the car. Also put hazards on for safety reasons. Once car starts, you can put into drive and go forward. We've been fortunate not to have an accident. It's a significant safety issue stalling at stop lights with traffic behind you. Local Honda service center could not replicate the issue. I instructed them that you have to drive car for ~20-25 minutes before it will stall. Car was scheduled for regular a156 maintenance. They are looking at the stall issue today, 8/26/2022.",  08/26/2022
2179,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"Car has auto engine stop/restart as a fuel saving measure. Several times the car has failed to restart after turning off. This happens in highway stop/go traffic, at traffic lights. This is dangerous, as my foot comes off the brake, cars behind me think I am moving, and then the engine fails as it is restarting. I have to then put my foot back on the brake, put the car in park, and restart the engine before being able to drive again. This happened on 8/25, and 3 other times within the last month. This did also happen perhaps a year or 2 ago, the dealer did examine the car but I don't believe they found any issues to be repaired.",  08/24/2022
2180,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"My 2016 Honda Pilot touring stalls out at a red light while using the auto stop-start. It happens occasionally when I take my foot off the brake and put my foot on the gas. Instead of coming out of idle with the engine starting up again, the car would stall completely and I would have to put the car in park, press the brake pedal and push the start button to get it on again. I took the car into the dealer and they told me that there was no software update and that they couldn’t do a update anyways because check engine light wasn’t on. Also have a issue with transmission not switching gears smoothly on take off. Jerks on take of. Once again they told me transmission was fine and there was no software update and that they couldn’t do a update anyways because check engine light wasn’t on.",  08/23/2022
2181,Honda,Pilot,2016 Pilot,Engine And Engine Cooling,Engine And Engine Cooling problems,"When start-stop feature is ""on,"" the car will not start again in certain instances when the engine is shut down after a complete stop. The NHTSA currently has an investigation opened in this matter (opened in June 2022).",  08/22/2022
2182,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,All warning lights turned on during a normal drive. The dealer said it is a harness issue and needs to replace the harness to fix the issue. Surprised that a part that does not move had to be replaced. It has happened a couple of times before.,  11/12/2022
2183,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,"Hi, today my 2016 Pilot elite stop working on a red light. Once the brake pedal was released, the engine stop and warning lights appeared on the dash board: neautral message light and battery light. My wife and two daughters were scared and helpless. Cars were honking. After around 2 minutes and at least three tries to turn on, it finally did. We are happy to know that Honda is working on this matter, thanks.",  11/10/2022
2184,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,"On multiple occasions, the engine fails to restart after the auto start/stop function has engaged. I have previously had this addressed by a Honda dealer at which time they replaced some parts having to do with the ignition system. The problem is still occurring and the only remedy is to manually shut off the auto start/stop function each time the vehicle is driven.",  09/30/2022
2185,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,"2016 Honda Pilot touring model issue: idle-stop feature while driving the vehicle and comes on the intersection/stop light when you hit brakes the idle-stop feature will turn off your engine but once you release the brakes the engine wont turn on. To able to turn on the engine, you need to turn off the vehicle by pressing ignition button then you need to press it again to turn on engine (is like starting the vehicle again). Here some stances happened while this idle stop didnt work well. Driver at the back, you're using cellphone, start honking and when they by pass you yelling stop using cellphone. Or simple honk you and when you look they're confused as we're you what's going on. Honda or other people saying its related to battery but even with new battery this still happened. If this will not be fix or resolve soon, this cause an accident. Either remove this feature or fixed this issue.",  09/22/2022
2186,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,My car often does not start back up at stop signs/traffic lights. I feel very much in danger. It is difficult to get my car to start back up after it fails to start back up. I usually have to press really hard on the brake and even this is difficult to get it to restart. This is supposed to save fuel but I’m so afraid that someone is going to crash into me and put us all in harms way. Please help!.,  09/20/2022
2187,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,My 2016 Honda Pilot touring model won’t restart after idle stopped. I have to place car in park and restart using the start button. Issue occurs only when can idle stops. This has happened to us about 5 - 6 times over a course of 1 year. Detailed says they are unable to find the issue after a software scan. This is a serious safety concern.,  09/05/2022
2188,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,"This like the third time this has happened where the stop-start feature on my Honda Pilot almost have gotten me into a serious accident. It has happened during stop and go on i95 when I was heading to maine and I stopped and it literally almost shutdown after I got ready to go forward. Most recently it happened 4 Sep 2022 at about 11:05am est and was in a turning line in chelsea, MA and it when it into stop idle shutdown feature but then completely shut off and it took about 2 to 3mins to get it to start back up. The car behind almost hit the back thinking I was pulling off but my Honda Pilot shutdown right when I was getting ready to take off. This is serious danger and defect in this when I see other vehicles operate with no problem with this feature. This could cause someone to get into a serious accident especially in massachusetts.",  09/04/2022
2189,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,"The vehicle stalls at stop signs, traffic lights and in stopped traffic. Sometimes takes multiple trys to restart the vehicle. Been happening regularly for several years. Have had multiple repairs done with no affect.",  09/01/2022
2190,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,"When you start the car it is always in economy mode so that the engine can shut off when you are stopped. I like to turn this feature off manually as a few times if I don’t the car has stalled and also goes into neutral. Happened while I was on California highway 80 in stop and go traffic which was pretty scary as I was in the center lane. This was about two months ago. It happens about 10% of the time when I am in this mode if not completely stalling it splutters and feels like it won’t start or delays to restart. Happened yesterday at a light. Became a safety issue as cars tried to go around me by getting into the next lane which was flowing freely. Basically if I don’t turn the function off when I first start the car it is not safe. The dealer took a look about a year ago and found nothing and said they had not heard of the issue. I pointed out I had read about the issue in Honda forums they could find them easily it however they had no interest, maybe because they focus on known issues? love the car apart from this issue.",  08/27/2022
2191,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,"On multiple occasions when the auto idle engages the car stalls. The dashboard looks like the car is running by its not. In order for me to be able to drive it I have to put it in park, turn it all the way off, and then restart. This has happened at dangerous intersections where I’ve almost been in an accident. I read that it’s a known problem but Honda isn’t doing anything about it the last time it happened is noted below.",  08/20/2022
2192,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,"After turning a corner vehicle turned off, in the middle of the road, stated put in park and press engine start button, had to press 2x for the car to start.",  08/18/2022
2193,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,"The auto engine idle feature malfunctions. When stopped in traffic and at intersections the auto engine idle feature turns off the engine; however fails to restart. I can put the car into park, but the brake remains engaged and the ignition button blinks white. I have attempted many different things to 'reset' the computer. Putting the car in park, waiting, unlocking seatbelt, open/shut door. The last time, I had to walk away from the vehicle with the key fob in traffic. Locking and unlocking the car seemed to reset the computer. This placed me in dangerous traffic. It has happened in a construction zone on interstate, at intersections several times, during rush hour when it was impossible to leave the vehicle due to high speed traffic, and once while towing. Each episode has generally taken about 15 minutes for computer to shut down/reset. There is no message on the dash before , during or after. I now disengage the auto engine idle button when driving due to fear of being stranded in dangerous traffic situations. If I forget to turn it off, it is likely to malfunction. I have contacted the dealership about this problem before. There was no code, so the problem was deemed a mystery and remains unresoved by Honda.",  08/18/2022
2194,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,"The engine fails to restart on its own from a complete stop at a traffic light or road intersection with the auto/start stop function. This happens intermittently, but has put my family in danger on several occasions. When the light turns green, the car turns off, and has to be put in park and restarted. I have come close to being rear-ended during these situations, as approaching vehicles have to stop suddenly because my car is disabled. I have taken a video of these incidents, but Honda is unable to recreate the issue and has not offered a solution.",  08/10/2022
2195,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,"My 2016 Honda Pilot is displaying a ""keyless start system problem"". There is a service bulletin 20-117 that extends the warranty for affected vehicles so they can be repaired under the warranty for free. The service bulletin states that all trim levels are affected vehicles, however, my VIN #5fnyf6h31gb046547, does not come up as an affected vehicle. My vehicle needs to be included in and covered by the service bulletin 20-117, which will extend the warranty so I can have my vehicle repaired. Please address at your earliest convenience. Thank you.",  08/05/2022
2196,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,The stop/start system isn’t working properly. When I stop at a light or stop sign the car will stop and the engine will stop like it is supposed to. But when I take my foot off the brake the car doesn’t start back up. The lights on the dash light up. The dash then tells me to put the car in park and press/hold the start button. It will then start. This has been going on for over a year now. I normally just try to remember to disable it by pressing the button but I shouldn’t have to.,  08/04/2022
2197,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,While stopped at a stop light the car totally shuts off when you go to start to move again causing you to have to put the car in park. Then start the car back up a begin to drive. This has happened 8 times now. There are no warning lights. The engine just seems to shut totally off in mind stream. What am I supposed to do with this issue that causes this to happen.,  08/01/2022
2198,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,I driving home from a local costco and slowed to a stop at an intersection not far from my home. The car stalled and would not restart. After several attempts the car completely shut off and I was unable to even turn on any of the accessories. Ultimately I had to have the vehicle towed to a local shop because I was obstructing traffic and was at a dangerous intersection. I late continued to have similar issues after several battery replacements and jump starts. I had my vehicle serviced at a local dealer and they advised that it was the central power module that was bad. I was advised that this also controls the intermittent idle control function that is designed to save gas when the car is idle and not running. The car was was not under warranty so I had to pay for the new part and installation. The car is now experiencing similar issues. The car will randomly loose power and most recently will be completely non operational and jump starts are necessary to restart the car. A keyless start system error has now been appearing randomly. Their is a TSB out for this particular part but have been advised that code has to be present in order the the local dealership to initiate a repair. I am going to attempt to have the vehicle brought to a local dealer for inspection.,  08/01/2022
2199,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,"The auto stop on my 2016 Honda Pilot is causing the car to not restart and have to put in park, restart and then put back into drive. If it doesn't stall completely, everything with shut off (ac, radio) and then start back.",  07/30/2022
2200,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,"Vehicle frequently fails to restart after stopping after stopping while auto idle stop feature is on (default is ""on""). In thes cases, one has to completely turn off the vehicle and restart. This is a safty hazard because the engine stalls when it's supposed to come back on to e. G. Cross the intersection. Honda dealership / service department were not able to fix it.",  07/28/2022
2201,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,"I’m having problem with the start/stop feature if my Honda Pilot 2016. For a couple of incidents already, when the car idle on a stop, it will not start back. It happened today 7/23/22 in fletcher Ave in fort lee, NJ. I had to jump start the car and it caused traffic for a while.",  07/23/2022
2202,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,My vehicle is equipped with with an automatic engine shutoff. The vehicle shuts off at traffic lights and then fails to turn back on. I have contacted Honda but only told that there is not currently a recall and it would cost 200$ for a diagnostic test to be ran and if they don’t find the problem I am still responsible for the 200$ charge.,  07/22/2022
2203,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,"I have a Honda Pilot 2016 with a keyless start system issue. I see a recall document service bulletin 20-117 dated December 9, 2020; however, when I type my VIN number for my vehicle, I do not see a recall. I have been having the keyless start system issue for the past 3 days.",  07/22/2022
2204,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,"When coming to a complete stop, the vehicles' start/stop feature was engaged and the car's engine turned off. Instead of turning back on when the brake was released, the car did not turn back on. Hitting the ignition button also did not start the vehicle back up immediately. This happened to me two times in the past month. Both times, I was stopped at a red light and the car left me stranded in traffic. After a few attempts of hitting the ignition button, the car would start back up. The vehicles start/stop feature malfunctioned and it would be available for inspection upon request. This put my family's safety at risk because the car left us stranded in the middle of a busy intersection. The vehicle has not been inspected yet. There were no warning lamps prior to the problem.",  07/09/2022
2205,Honda,Pilot,2016 Pilot,Equipment,Equipment problems,My car shuts off and goes into park at intersections or highway while stuck in traffic if the auto engine idle is not manually disabled. It can take up to 3 minutes to restart my car.,  07/01/2022
