,code,desc
1790,C1214,ABS Inlet Valve Coil RF Circuit Failure 
1791,C1215,ABS Inlet Valve Coil RF Circuit Open 
1792,C1216,ABS Inlet Valve Coil RF Circuit Short To Battery 
1793,C1217,ABS Inlet Valve Coil RF Circuit Short To Ground 
1794,C1218,Lamp ABS Warning Output Circuit Failure 
1795,C1219,Lamp ABS Warning Output Circuit Open 
1796,C1220,Lamp ABS Warning Output Circuit Short To Battery 
1797,C1221,Lamp ABS Warning Output Circuit Short To Ground 
1798,C1222,Speed Wheel Mismatch 
1799,C1223,Lamp Brake Warning Output Circuit Failure 
1800,C1224,Lamp Brake Warning Output Circuit Open 
1801,C1225,Lamp Brake Warning Output Circuit Short To Battery 
1802,C1226,Lamp Brake Warning Output Circuit Short To Ground 
1803,C1227,Speed Wheel Sensor LR Input Short Circuit To Battery 
1804,C1228,Speed Wheel Sensor LR Input Short Circuit To Ground 
1805,C1229,Speed Wheel Sensor Rear Center Coherency Fault 
1806,C1230,Speed Wheel Sensor Rear Center Input Circuit Failure 
1807,C1231,Speed Wheel Sensor Rear Center Circuit Open 
1808,C1232,Speed Wheel Sensor Rear Center Input Short Circuit To Battery 
1809,C1233,Speed Wheel LF Input Signal Missing 
1810,C1234,Speed Wheel RF Input Signal Missing 
1811,C1235,Speed Wheel RR Input Signal Missing 
1812,C1236,Speed Wheel LR Input Signal Missing 
1813,C1237,Speed Wheel Rear Input Signal Missing 
1814,C1238,ABS Hydraulic Pressure Differential Switch Input Circuit Failure 
1815,C1239,ABS Hydraulic Pressure Differential Switch Input Open Circuit 
1816,C1240,ABS Hydraulic Pressure Differential Switch Input Short Circuit To Battery 
1817,C1241,ABS Hydraulic Pressure Differential Switch Input Short Circuit To Ground 
1818,C1242,ABS Outlet Valve Coil LR Circuit Failure 
1819,C1243,ABS Outlet Valve Coil LR Circuit Open 
1820,C1244,ABS Outlet Valve Coil LR Circuit Short To Battery 
1821,C1245,ABS Outlet Valve Coil LR Circuit Short To Ground 
1822,C1246,ABS Outlet Valve Coil RR Circuit Failure 
1823,C1247,ABS Outlet Valve Coil RR Circuit Open 
1824,C1248,ABS Outlet Valve Coil RR Circuit Short To Battery 
1825,C1249,ABS Outlet Valve Coil RR Circuit Short To Ground 
1826,C1250,ABS Inlet Valve Coil LR Circuit Failure 
1827,C1251,ABS Inlet Valve Coil LR Circuit Open 
1828,C1252,ABS Inlet Valve Coil LR Circuit Short To Battery 
1829,C1253,ABS Inlet Valve Coil LR Circuit Short To Ground 
1830,C1254,ABS Inlet Valve Coil RR Circuit Failure 
1831,C1255,ABS Inlet Valve Coil RR Circuit Open 
1832,C1256,ABS Inlet Valve Coil RR Circuit Short To Battery 
1833,C1257,ABS Inlet Valve Coil RR Circuit Short To Ground 
1834,C1258,Speed Wheel LF Comparison Failure 
1835,C1259,Speed Wheel RF Comparison Failure 
1836,C1260,Speed Wheel RR Comparison Failure 
1837,C1261,Speed Wheel LR Comparison Failure 
1838,C1262,Lamp Warning Relay Circuit Failure 
1839,C1263,Lamp Warning Relay Circuit Open 
1840,C1264,Lamp Warning Relay Circuit Short To Battery 
1841,C1265,Lamp Warning Relay Circuit Short To Ground 
1842,C1266,ABS Valve Power Relay Circuit Failure 
1843,C1267,ABS Functions Temporarily Disabled 
1844,C1268,Motor Relay # 1 Circuit Failure 
1845,C1269,Motor Relay # 1 Circuit Short to Battery 
1846,C1270,Motor # 1 Input Circuit Failure 
1847,C1271,Motor # 1 Input Circuit Short to Gnd 
1848,C1272,Motor # 2 Input Circuit Failure 
1849,C1273,Motor # 2 Input Circuit Short to Vbat 
1850,C1274,Solenoid Relay # 1 Circuit Failure 
1851,C1275,Solenoid Relay # 1 Circuit Short to Vbatt 
1852,C1276,Park Brake Actuator Assembly Switch Applied Circuit Short to Gnd 
1853,C1277,STEERING Wheel Angle 1and 2 Circuit Failure 
1854,C1278,STEERING Wheel Angle 1and 2 Signal Faulted 
1855,C1279,Yaw Rate Sensor circuit Failure 
1856,C1280,Yaw Rate Sensor Signal Fault 
1857,C1281,Lateral Accelerometer circuit Failure 
1858,C1282,Lateral Accelerometer Signal Fault 
1859,C1283,Switch Test Signal Failure 
1860,C1284,Oil Pressure Switch Failure 
1861,C1285,Booster Solenoid circuit Failure 
1862,C1286,Booster Mechanical Failure 
1863,C1287,Booster Pedal Force switch circuit Failure 
1864,C1288,Pressure Transducer Main / Primary Input Circuit Failure 
1865,C1289,Pressure Transducer Redundant / Secondary Input Circuit Failure 
1866,C1400,Traction Control Valve RF Circuit Failure 
1867,C1401,Traction Control Valve RF Circuit Open 
1868,C1402,Traction Control Valve RF Circuit Short To Ground 
1869,C1403,Traction Control Valve RF Circuit Short To Battery 
1870,C1404,Traction Control Valve Rear Circuit Failure 
1871,C1405,Traction Control Valve Rear Circuit Open 
1872,C1406,Traction Control Valve Rear Circuit Short To Ground 
1873,C1407,Traction Control Valve Rear Circuit Short To Battery 
1874,C1410,Traction Control Valve LF Circuit Failure 
1875,C1411,Traction Control Valve LF Circuit Open 
1876,C1412,Traction Control Valve LF Circuit Short To Ground 
1877,C1413,Traction Control Valve LF Circuit Short To Battery 
1878,C1414,Incorrect Module Design Level 
1879,C1415,Incorrect Module Configuration 
1880,C1416,Damper RF Circuit Short To Battery 
1881,C1417,Damper RF Circuit Short to Ground 
1882,C1418,Damper RF Circuit Failure 
1883,C1419,Damper RF Circuit Open 
1884,C1420,Hydraulic Fluid Pressure/ Flow Circuit Short to Vbatt 
1885,C1421,Damper LF Circuit Short To Battery 
1886,C1422,Damper LF Circuit Short to Ground 
1887,C1423,Damper LF Circuit Failure 
1888,C1424,Damper LF Circuit Open 
1889,C1425,Damper RR Circuit Short to Ground 
1890,C1426,Damper RR Circuit Short To Battery 
1891,C1427,Damper RR Circuit Open 
1892,C1428,Damper RR Circuit Failure 
1893,C1429,Input-shaft-speed input circuit failure 
1894,C1430,Damper LR Circuit Open 
1895,C1431,Damper LR Circuit Short To Battery 
1896,C1432,Damper LR Circuit Short to Ground 
1897,C1433,Damper LR Circuit Failure 
1898,C1435,Accelerometer Rear Circuit Failure 
1899,C1436,Accelerometer Rear Circuit Signal Is Not Sensed 
1900,C1437,Accelerometer Rear Circuit Short To Ground 
1901,C1438,Accelerometer Rear Circuit Short To Battery 
1902,C1439,Vehicle Acceleration EEC-IV Circuit Failure 
1903,C1440,Pressure Transducer Main / Primary signal Faulted 
1904,C1441,Steering Phase A Circuit Signal Is Not Sensed 
1905,C1442,Steering Phase B Circuit Signal Is Not Sensed 
1906,C1443,Steering Phase A Circuit Short To Ground 
1907,C1444,Steering Phase B Circuit Short To Ground 
1908,C1445,Speed Vehicle Signal Circuit Failure 
1909,C1446,Brake Switch Circuit Failure 
1910,C1447,Traction Control Module Request Circuit Failure 
1911,C1448,Lamp Adaptive Damping Warning Circuit Failure 
1912,C1449,Traction Control Motor Coherency Fault 
1913,C1450,Traction Control Motor Circuit Failure 
1914,C1451,Traction Control Motor Circuit Open 
1915,C1452,Traction Control Motor Circuit Short to Battery 
1916,C1453,Traction Control Motor Circuit Short to Ground 
1917,C1454,Front Lateral Accelerometer Circuit Failure 
1918,C1455,Accelerometer Front Circuit Failure 
1919,C1456,Accelerometer Front Circuit Is Not Sensed 
1920,C1457,Accelerometer Front Circuit Short To Ground 
1921,C1458,Accelerometer Front Circuit Short To Battery 
1922,C1459,Adaptive Mode Switch Circuit Failure 
1923,C1460,Vehicle Accelerometer Power Circuit Failure 
1924,C1461,Vehicle Accelerometer Power Circuit Short to Battery 
1925,C1462,Left Front Vertical Accelerometer Circuit Failure 
1926,C1463,Right Front Vertical Accelerometer Circuit Failure 
1927,C1464,Pressure Transducer Redundant / Secondary Signal Faulted 
1928,C1465,Damper High Side Front Circuit Short To Battery 
1929,C1466,Damper Circuit Failure 
1930,C1467,Damper High Side Rear Circuit Short To Battery 
1931,C1468,Damper Low Side Front Circuit Failure 
1932,C1469,Damper Low Side Rear Circuit Failure 
1933,C1495,Traction Control Motor Potentiometer Circuit Failure 
1934,C1496,Traction Control Motor Potentiometer Circuit Open 
1935,C1497,Traction Control Motor Potentiometer Circuit Short to Battery 
1936,C1498,Traction Control Motor Potentiometer Circuit Short to Ground 
1937,C1499,"Transfer Case Contact Plate ""A"" Encoder Circuit Failure "
1938,C1500,"Transfer Case Contact Plate ""B"" Encoder Circuit Failure "
1939,C1501,"Transfer Case Contact Plate ""C"" Encoder Circuit Failure "
1940,C1502,"Transfer Case Contact Plate ""D"" Encoder Circuit Failure "
1941,C1503,Dynamic Stability Control Left Front Valve Malfunction 
1942,C1504,Dynamic Stability Control Right Front Valve Malfunction 
1943,C1505,Dynamic Stability Control Left Rear Valve Malfunction 
1944,C1506,Dynamic Stability Control Right Rear Valve Malfunction 
1945,C1507,Traction Control of Brake Exceeds Time-Out 
1946,C1508,Traction Control of Engine Exceeds Time-Out 
1947,C1510,Right Front Wheel Pressure Reduction Performance Problem 
1948,C1511,Left Front Wheel Pressure Reduction Performance Problem 
1949,C1512,Right Rear Wheel Pressure Reduction Performance Problem 
1950,C1513,Left rear Wheel Pressure Reduction Performance Problem 
1951,C1699,Left Rear Sensor Circuit Short to Vbat 
1952,C1700,Left Rear Sensor Circuit Failure 
1953,C1701,Left Rear Sensor Circuit Fault 
1954,C1702,RightRear Sensor Circuit Short to Vbat 
1955,C1703,Right Rear Sensor Circuit Failure 
1956,C1704,Right Rear Sensor Circuit Fault 
1957,C1705,Left Rear Center Sensor Circuit Short to Vbat 
1958,C1706,Left Rear Center Sensor Circuit Failure 
1959,C1707,Left Rear Center Sensor Circuit Fault 
1960,C1708,Right Rear Center Sensor Circuit Short to Vbat 
1961,C1709,Right Rear Center Sensor Circuit Failure 
1962,C1710,Right Rear Center Sensor Circuit Fault 
1963,C1711,Left Front Sensor Circuit Short to Vbat 
1964,C1712,Left Front Sensor Circuit Failure 
1965,C1713,Left Front Sensor Circuit Fault 
1966,C1714,Right Front Sensor Circuit Short to Vbat 
1967,C1715,Right Front Sensor Circuit Failure 
1968,C1716,Right Front Sensor Circuit Fault 
1969,C1717,Left Front Center Sensor Circuit Short to Vbat 
1970,C1718,Left Front Center Sensor Circuit Failure 
1971,C1719,Left Front Center Sensor Circuit Fault 
1972,C1721,Air Suspension Height Sensor Power Circuit Open 
1973,C1722,Air Suspension Height Sensor Power Circuit Short To Battery 
1974,C1723,Air Suspension Height Sensor Power Circuit Short To Ground 
1975,C1724,Air Suspension Height Sensor Power Circuit Failure 
1976,C1725,Air Suspension Front Pneumatic Failure 
1977,C1726,Air Suspension Rear Pneumatic Failure 
1978,C1727,Air Suspension Reservoir Pneumatic Failure 
1979,C1728,Transfer Case unable to transition between 2H and 4H 
1980,C1729,Transfer Case unable to transition between 4H and 4L 
1981,C1730,Reference Voltage Out of Range (+5 v) 
1982,C1731,Air Suspension LF Corner Up Timeout 
1983,C1732,Air Suspension LF Corner Down Timeout 
1984,C1733,Air Suspension RF Corner Up Timeout 
1985,C1734,Air Suspension RF Corner Down Timeout 
1986,C1735,Air Suspension LR Corner Up Timeout 
1987,C1736,Air Suspension LR Corner Down Timeout 
1988,C1737,Air Suspension RR Corner Up Timeout 
1989,C1738,Air Suspension RR Corner Down Timeout 
1990,C1739,Right Front Center Sensor Circuit Short to Vbat 
1991,C1740,Right Front Center Sensor Circuit Failure 
1992,C1741,Right Front Center Sensor Circuit Fault 
1993,C1742,Rear Sounder Circuit Failure 
1994,C1743,Rear Sounder Circuit Short to Vbatt 
1995,C1744,Front Sounder Circuit Failure 
1996,C1745,Front Sounder Circuit Short to Vbatt 
1997,C1748,Switch input Circuit Short to Gnd 
1998,C1749,Trailer Input Circuit Failure 
1999,C1750,Accelerator Position Sensor Out of Range 
2000,C1751,Vehicle Speed Sensor # 1 Output Circuit Short to Vbatt 
2001,C1752,Vehicle Speed Sensor # 1 Output Circuit Short to Gnd 
2002,C1753,Hydraulic Clutch Actuator Valve Signal Fault 
2003,C1754,Hydraulic Clutch Actuator Valve Circuit Failure 
2004,C1755,Power Limit Shutdown Fault 
2005,C1756,Air Suspension Front Height Sensor High (SE) Signal Circuit Failure 
2006,C1757,Air Suspension Front Height Sensor High (SE) Signal Circuit Open 
2007,C1758,Air Suspension Front Height Sensor High (SE) Signal Circuit Short To Battery 
2008,C1759,Air Suspension Front Height Sensor High (SE) Signal Circuit Short To Ground 
2009,C1760,Air Suspension Rear Height Sensor High (SE) Signal Circuit Failure 
2010,C1761,Air Suspension Rear Height Sensor High (SE) Signal Circuit Open 
2011,C1762,Air Suspension Rear Height Sensor High (SE) Signal Circuit Short To Battery 
2012,C1763,Air Suspension Rear Height Sensor High (SE) Signal Circuit Short To Ground 
2013,C1765,Air Suspension Rear Height Sensor Low Signal Circuit Failure 
2014,C1766,Air Suspension Rear Height Sensor Low Signal Circuit Open 
2015,C1767,Air Suspension Rear Height Sensor Low Signal Circuit Short To Battery 
2016,C1768,Air Suspension Rear Height Sensor Low Signal Circuit Short To Ground 
2017,C1770,Air Suspension Vent Solenoid Output Circuit Failure 
2018,C1771,Air Suspension Vent Solenoid Output Circuit Open 
2019,C1772,Air Suspension Vent Solenoid Output Circuit Short To Battery 
2020,C1773,Air Suspension Vent Solenoid Output Circuit Short To Ground 
2021,C1774,Coolant Temp Out of Range 
2022,C1775,DC-DC Converter Failure 
2023,C1776,Heater System Failure 
2024,C1777,Vacuum Pressure Circuit Failure 
2025,C1778,Power Steering Failure 
2026,C1779,Blower Switch Failure 
2027,C1780,Temperature Select Failure 
2028,C1781,Engine Coolant Temperature Signal Missing/Fault 
2029,C1790,Air Suspension LR Air Spring/Shock Solenoid Output Circuit Failure 
2030,C1791,Air Suspension LR Air Spring/Shock Solenoid Output Circuit Open 
2031,C1792,Air Suspension LR Air Spring/Shock Solenoid Output Circuit Short To Battery 
2032,C1793,Air Suspension LR Air Spring/Shock Solenoid Output Circuit Short To Ground 
2033,C1795,Air Suspension RR Air Spring/Shock Solenoid Output Circuit Failure 
2034,C1796,Air Suspension RR Air Spring/Shock Solenoid Output Circuit Open 
2035,C1797,Air Suspension RR Air Spring/Shock Solenoid Output Circuit Short To Battery 
2036,C1798,Air Suspension RR Air Spring/Shock Solenoid Output Circuit Short To Ground 
2037,C1800,Air Suspension Reservoir Solenoid Circuit Failure 
2038,C1805,Mismatched PCM and/or ABS-TC Module 
2039,C1813,Air Suspension LR Vent Request Exceeded Max Timing 
2040,C1814,Air Suspension RR Vent Request Exceeded Max Timing 
2041,C1818,Air Suspension LR Air Compress Request Exceeded Max Timing 
2042,C1819,Air Suspension RR Air Compress Request Exceeded Max Timing 
2043,C1820,Air Suspension RF Air Compress Request Exceeded Max Timing 
2044,C1830,Air Suspension Compressor Relay Circuit Failure 
2045,C1831,Air Suspension Compressor Relay Circuit Open 
2046,C1832,Air Suspension Compressor Relay Circuit Short To Battery 
2047,C1833,Air Suspension Compressor Relay Circuit Short To Ground 
2048,C1834,Gauge Drive Current Fault 
2049,C1835,Current Sense Circuit Failure 
2050,C1836,Battery Temp out of Range 
2051,C1837,Battery Heater Circuit Failure 
2052,C1838,Charging System Fault 
2053,C1839,Leakage Fault 
2054,C1840,Air Suspension Disable Switch Circuit Failure 
2055,C1841,Air Suspension Disable Switch Circuit Open 
2056,C1842,Air Suspension Disable Switch Circuit Short To Battery 
2057,C1843,Air Suspension Disable Switch Circuit Short To Ground 
2058,C1844,Air Suspension Secondary Front Inflator Solenoid Output Circuit Failure 
2059,C1845,Air Suspension Front Inflator Solenoid Output Circuit Failure 
2060,C1846,Air Suspension Front Inflator Solenoid Output Circuit Open 
2061,C1847,Air Suspension Front Inflator Solenoid Output Circuit Short To Battery 
2062,C1848,Air Suspension Front Inflator Solenoid Output Circuit Short To Ground 
2063,C1849,Master Cylinder Pressure Out of Range 
2064,C1850,Air Suspension Warning Lamp Circuit Failure 
2065,C1851,Air Suspension Warning Lamp Circuit Open 
2066,C1852,Air Suspension Warning Lamp Circuit Short To Battery 
2067,C1853,Air Suspension Warning Lamp Circuit Short To Ground 
2068,C1854,Motor Temperature Out of Range 
2069,C1855,Acceleration Position Sensor Conflict 
2070,C1856,Traction Motor Encoder circuit Failure 
2071,C1859,PRNDL Input #2 Circuit Failure 
2072,C1860,PRNDL Input #3 Circuit Failure 
2073,C1861,PRNDL Input #4 Circuit Failure 
2074,C1862,Contactor Circuit Failure 
2075,C1863,External Charging Fault 
2076,C1864,Battery Module Fault 
2077,C1865,Air Suspension Rear Inflator Solenoid Output Circuit Failure 
2078,C1866,Air Suspension Rear Inflator Solenoid Output Circuit Open 
2079,C1867,Air Suspension Rear Inflator Solenoid Output Circuit Short To Battery 
2080,C1868,Air Suspension Rear Inflator Solenoid Output Circuit Short To Ground 
2081,C1869,Air Suspension Gate Solenoid Output Circuit Failure 
2082,C1870,Air Suspension Gate Solenoid Output Circuit Open 
2083,C1871,Air Suspension Gate Solenoid Output Circuit Short To Battery 
2084,C1872,Air Suspension Gate Solenoid Output Circuit Short To Ground 
2085,C1873,Air Suspension RF Air Spring Solenoid Output Circuit Failure 
2086,C1874,Air Suspension RF Air Spring Solenoid Output Circuit Open 
2087,C1875,Air Suspension RF Air Spring Solenoid Output Circuit Short To Battery 
2088,C1876,Air Suspension RF Air Spring Solenoid Output Circuit Short To Ground 
2089,C1877,Air Suspension LF Air Spring Solenoid Output Circuit Failure 
2090,C1878,Air Suspension LF Air Spring Solenoid Output Circuit Open 
2091,C1879,Air Suspension LF Air Spring Solenoid Output Circuit Short To Battery 
2092,C1880,Air Suspension LF Air Spring Solenoid Output Circuit Short To Ground 
2093,C1881,Air Suspension RF Height Sensor Circuit Failure 
2094,C1882,Air Suspension RF Height Sensor Circuit Open 
2095,C1883,Air Suspension RF Height Sensor Circuit Short To Battery 
2096,C1884,Air Suspension RF Height Sensor Circuit Short To Ground 
2097,C1885,Air Suspension RR Height Sensor Circuit Failure 
2098,C1886,Air Suspension RR Height Sensor Circuit Open 
2099,C1887,Air Suspension RR Height Sensor Circuit Short To Battery 
2100,C1888,Air Suspension RR Height Sensor Circuit Short To Ground 
2101,C1889,Air Suspension LF Height Sensor Circuit Failure 
2102,C1890,Air Suspension LF Height Sensor Circuit Open 
2103,C1891,Air Suspension LF Height Sensor Circuit Short To Battery 
2104,C1892,Air Suspension LF Height Sensor Circuit Short To Ground 
2105,C1893,Air Suspension LR Height Sensor Circuit Failure 
2106,C1894,Air Suspension LR Height Sensor Circuit Open 
2107,C1895,Air Suspension LR Height Sensor Circuit Short To Battery 
2108,C1896,Air Suspension LR Height Sensor Circuit Short To Ground 
2109,C1897,Steering VAPS II Circuit Loop Failure 
2110,C1898,Steering VAPS II Circuit Loop Open 
2111,C1899,Steering VAPS II Circuit Loop Short To Battery 
2112,C1900,Steering VAPS II Circuit Loop Short To Ground 
2113,C1901,Ride Control RR Shock Actuator Circuit Failure 
2114,C1902,Ride Control RR Shock Actuator Circuit Open 
2115,C1903,Ride Control RR Shock Actuator Circuit Short To Battery 
2116,C1904,Ride Control RR Shock Actuator Circuit Short To Ground 
2117,C1905,Ride Control LR Shock Actuator Circuit Failure 
2118,C1906,Ride Control LR Shock Actuator Circuit Open 
2119,C1907,Ride Control LR Shock Actuator Circuit Short To Battery 
2120,C1908,Ride Control LR Shock Actuator Circuit Short To Ground 
2121,C1909,Ride Control RF Shock Actuator Circuit Failure 
2122,C1910,Ride Control RF Shock Actuator Circuit Open 
2123,C1911,Ride Control RF Shock Actuator Circuit Short To Battery 
2124,C1912,Ride Control RF Shock Actuator Circuit Short To Ground 
2125,C1913,Ride Control LF Shock Actuator Circuit Failure 
2126,C1914,Ride Control LF Shock Actuator Circuit Open 
2127,C1915,Ride Control LF Shock Actuator Circuit Short To Battery 
2128,C1916,Ride Control LF Shock Actuator Circuit Short To Ground 
2129,C1917,Steering EVO Out-of-Range Fault 
2130,C1918,Air Suspension Ride Height Select Switch Circuit Failure 
2131,C1920,Led #1 Circuit Failure 
2132,C1921,VAPS Solenoid Actuator Output Circuit Failure 
2133,C1922,VAPS Solenoid Actuator Output Circuit Open 
2134,C1923,VAPS Solenoid Actuator Output Circuit Short To Battery 
2135,C1924,VAPS Solenoid Actuator Output Circuit Short To Ground 
2136,C1925,VAPS Solenoid Actuator Return Circuit Failure 
2137,C1926,VAPS Solenoid Actuator Return Circuit Open 
2138,C1927,VAPS Solenoid Actuator Return Circuit Short To Battery 
2139,C1928,VAPS Solenoid Actuator Return Circuit Short To Ground 
2140,C1929,Air Suspension Front Compressor Relay Circuit Failure 
2141,C1930,Air Suspension Front Compressor Relay Circuit Open 
2142,C1931,Air Suspension Front Compressor Relay Circuit Short To Battery 
2143,C1932,Air Suspension Front Compressor Relay Circuit Short To Ground 
2144,C1933,Solenoid Current Out Of Range 
2145,C1934,HPU (Hydraulic Pump Unit) Pressurisation Failure 
2146,C1935,Chime Circuit Failure 
2147,C1936,Hydraulic Pump Relay Circuit Failure 
2148,C1937,Steering Wheel Angle Sensor Offset Failure 
2149,C1938,Invalid Steering Wheel Angle Sensor ID 
2150,C1939,Brake Pressure Switch Input Circuit Failure 
2151,C1940,Brake Pressure Switch Mechanical Failure 
2152,C1942,Unrecognized Powertrain Configuration 
2153,C1943,Airbag Deployment Indication Input Fault 
2154,C1944,Gauge Driver Circuit Fault 
2155,C1945,Park Switch Indicates Park with Vehicle Moving 
2156,C1946,Seat Track Position Switch Circuit Open 
2157,C1947,Seat Track Position Switch Circuit Short to Ground 
2158,C1948,Seat Track Position Switch Circuit Resistance Out of Range 
2159,C1949,Accelerometer Sensor Circuit Open 
2160,C1950,Accelerometer Sensor Circuit Failure 
2161,C1951,Lateral Accelerometer Sensor Circuit Open 
2162,C1952,Yaw Rate Sensor Circuit Open 
2163,C1953,Master Cylinder Pressure Sensor Circuit Open 
2164,C1954,Master Cylinder Pressure Sensor Circuit Failure 
2165,C1955,Steering Angle Sensor Circuit Open 
2166,C1956,Steering Angle Sensor Circuit Failure 
2167,C1957,Dynamic Stability Control Valve RF Circuit Failure 
2168,C1958,Dynamic Stability Control Valve LF Circuit Failure 
2169,C1959,Lateral Accelerometer Sensor Circuit Failure 
2170,C1960,Driver Brake Apply Circuit Fault 
2171,C1961,Park Lamp Relay Coil Circuit Failure 
2172,C1962,Park Lamp Relay Coil Short to Battery 
2173,C1963,Stability Control Inhibit Warning 
2174,B1200,Climate Control Pushbutton Circuit Failure 
2175,B1201,Fuel Sender Circuit Failure 
2176,B1202,Fuel Sender Circuit Open 
2177,B1203,Fuel Sender Circuit Short To Battery 
2178,B1204,Fuel Sender Circuit Short To Ground 
2179,B1205,EIC Switch-1 Assembly Circuit Failure 
2180,B1206,EIC Switch-1 Assembly Circuit Open 
2181,B1207,EIC Switch-1 Assembly Circuit Short To Battery 
2182,B1208,EIC Switch-1 Assembly Circuit Short To Ground 
2183,B1209,EIC Switch-2 Assembly Circuit Failure 
2184,B1210,EIC Switch-2 Assembly Circuit Open 
2185,B1211,EIC Switch-2 Assembly Circuit Short To Battery 
2186,B1212,EIC Switch-2 Assembly Circuit Short To Ground 
2187,B1213,Anti-Theft Number of Programmed Keys Is Below Minimum 
2188,B1214,Running Board Lamp Circuit Failure 
2189,B1215,Running Board Lamp Circuit Short to Battery 
2190,B1216,Emergency & Road Side Assistance Switch Circuit Short to Ground 
2191,B1217,Horn Relay Coil Circuit Failure 
2192,B1218,Horn Relay Coil Circuit Short to Vbatt 
2193,B1219,Fuel Tank Pressure Sensor Circuit Failure 
2194,B1220,Fuel Tank Pressure Sensor Circuit Open 
2195,B1222,Fuel Temperature Sensor #1 Circuit Failure 
2196,B1223,Fuel Temperature Sensor #1 Circuit Open 
2197,B1224,Fuel Temperature Sensor #1 Circuit Short to Battery 
2198,B1225,Fuel Temperature Sensor #1 Circuit Short to Ground 
2199,B1226,Fuel Temperature Sensor #2 Circuit Failure 
2200,B1227,Fuel Temperature Sensor #2 Circuit Open 
2201,B1228,Fuel Temperature Sensor #2 Circuit Short to Battery 
2202,B1229,Fuel Temperature Sensor #2 Circuit Short to Ground 
2203,B1231,Longitudinal Acceleration Threshold Exceeded 
2204,B1232,See Manufacturer 
2205,B1233,Glass Break Sensor Failure 
2206,B1234,Mirror Switch Invalid Code 
2207,B1235,Window Feedback Failure 
2208,B1236,Window Feedback Loss of Signal 
2209,B1237,Window Feedback Out of Range 
2210,B1238,Over Temperature Fault 
2211,B1239,Air Flow Blend Door Driver Circuit Failure 
2212,B1240,Wiper Washer Rear Pump Relay Circuit Failure 
2213,B1241,Wiper Washer Rear Pump Relay Circuit Short to Battery 
2214,B1242,Air Flow Recirculation Door Driver Circuit Failure 
2215,B1243,Express Window Down Switch Circuit Short to Battery 
2216,B1244,Wiper Rear Motor Run Relay Circuit Failure 
2217,B1245,Wiper Rear Motor Run Relay Circuit Short to Battery 
2218,B1246,Dim Panel Potentiometer Switch Circuit Failure 
2219,B1247,Panel Dim Switch Circuit Open 
2220,B1248,Passenger's Seatback Autoglide Rearward Switch Circuit Short to Ground 
2221,B1249,Blend Door Failure 
2222,B1250,Air Temperature Internal Sensor Circuit Failure 
2223,B1251,Air Temperature Internal Sensor Circuit Open 
2224,B1252,Air Temperature Internal Sensor Circuit Short To Battery 
2225,B1253,Air Temperature Internal Sensor Circuit Short To Ground 
2226,B1254,Air Temperature External Sensor Circuit Failure 
2227,B1255,Air Temperature External Sensor Circuit Open 
2228,B1256,Air Temperature External Sensor Circuit Short To Battery 
2229,B1257,Air Temperature External Sensor Circuit Short To Ground 
2230,B1258,Solar Radiation Sensor Circuit Failure 
2231,B1259,Solar Radiation Sensor Circuit Open 
2232,B1260,Solar Radiation Sensor Circuit Short To Battery 
2233,B1261,Solar Radiation Sensor Circuit Short To Ground 
2234,B1262,Servo Motor Defrost Circuit Failure 
2235,B1263,Servo Motor Vent Circuit Failure 
2236,B1264,Servo Motor Foot Circuit Failure 
2237,B1265,Servo Motor Coolair Bypass Circuit Failure 
2238,B1266,Servo Motor Airintake Left Circuit Failure 
2239,B1267,Servo Motor Airintake Right Circuit Failure 
2240,B1268,Servo Motor Potentiometer Defrost Circuit Failure 
2241,B1269,Servo Motor Potentiometer Defrost Circuit Open 
2242,B1270,Servo Motor Potentiometer Defrost Circuit Short To Battery 
2243,B1271,Servo Motor Potentiometer Defrost Circuit Short To Ground 
2244,B1272,Servo Motor Potentiometer Vent Circuit Failure 
2245,B1273,Servo Motor Potentiometer Vent Circuit Open 
2246,B1274,Servo Motor Potentiometer Vent Circuit Short To Battery 
2247,B1275,Servo Motor Potentiometer Vent Circuit Short To Ground 
2248,B1276,Servo Motor Potentiometer Foot Circuit Failure 
2249,B1277,Servo Motor Potentiometer Foot Circuit Open 
2250,B1278,Servo Motor Potentiometer Foot Circuit Short To Battery 
2251,B1279,Servo Motor Potentiometer Foot Circuit Short To Ground 
2252,B1280,Servo Motor Potentiometer Coolair Circuit Failure 
2253,B1281,Servo Motor Potentiometer Coolair Circuit Open 
2254,B1282,Servo Motor Potentiometer Coolair Circuit Short To Battery 
2255,B1283,Servo Motor Potentiometer Coolair Circuit Short To Ground 
2256,B1284,Servo Motor Potentiometer Airintake Left Circuit Failure 
2257,B1285,Servo Motor Potentiometer Airintake Left Circuit Open 
2258,B1286,Servo Motor Potentiometer Airintake Left Circuit Short To Battery 
2259,B1287,Servo Motor Potentiometer Airintake Left Circuit Short To Ground 
2260,B1288,Servo Motor Potentiometer Airintake Right Circuit Failure 
2261,B1289,Servo Motor Potentiometer Airintake Right Circuit Open 
2262,B1290,Servo Motor Potentiometer Airintake Right Circuit Short To Battery 
2263,B1291,Servo Motor Potentiometer Airintake Right Circuit Short To Ground 
2264,B1292,Battery Power Relay Circuit Failure 
2265,B1293,Battery Power Relay Circuit Open 
2266,B1294,Battery Power Relay Circuit Short To Battery 
